hr,hum,windspeed,temp_c,feels_like_c,casual,registered,fall,spring,summer,winter,date,new,day,year,month,is_holiday,is_workday,weather,target
8,0.67,9,11.74,11.9972,11,51,1,0,0,0,10-7-2012,2012-10-07,Sunday,is_2012,october,no,no,light_snow,62
9,0.71,9,10.8,11.0006,16,70,1,0,0,0,10-7-2012,2012-10-07,Sunday,is_2012,october,no,no,light_snow,86
10,0.67,13,11.74,11.9972,41,144,1,0,0,0,10-7-2012,2012-10-07,Sunday,is_2012,october,no,no,mist,185
11,0.71,7,11.74,11.9972,76,260,1,0,0,0,10-7-2012,2012-10-07,Sunday,is_2012,october,no,no,mist,336
12,0.71,0,11.74,11.9972,100,292,1,0,0,0,10-7-2012,2012-10-07,Sunday,is_2012,october,no,no,mist,392
13,0.72,6,12.68,13.0004,80,240,1,0,0,0,10-7-2012,2012-10-07,Sunday,is_2012,october,no,no,mist,320
14,0.67,0,12.68,13.0004,71,243,1,0,0,0,10-7-2012,2012-10-07,Sunday,is_2012,october,no,no,mist,314
15,0.77,9,11.74,11.9972,74,232,1,0,0,0,10-7-2012,2012-10-07,Sunday,is_2012,october,no,no,light_snow,306
16,0.82,11,10.8,11.0006,87,246,1,0,0,0,10-7-2012,2012-10-07,Sunday,is_2012,october,no,no,light_snow,333
17,0.82,15,10.8,11.0006,35,122,1,0,0,0,10-7-2012,2012-10-07,Sunday,is_2012,october,no,no,light_snow,157
18,0.82,13,10.8,11.0006,24,82,1,0,0,0,10-7-2012,2012-10-07,Sunday,is_2012,october,no,no,light_snow,106
19,0.82,7,10.8,11.0006,17,97,1,0,0,0,10-7-2012,2012-10-07,Sunday,is_2012,october,no,no,mist,114
20,0.82,9,10.8,11.0006,19,97,1,0,0,0,10-7-2012,2012-10-07,Sunday,is_2012,october,no,no,clear,116
21,0.87,7,9.86,9.9974,22,91,1,0,0,0,10-7-2012,2012-10-07,Sunday,is_2012,october,no,no,clear,113
22,0.87,9,9.86,9.9974,7,72,1,0,0,0,10-7-2012,2012-10-07,Sunday,is_2012,october,no,no,clear,79
23,0.93,9,8.92,7.001,12,68,1,0,0,0,10-7-2012,2012-10-07,Sunday,is_2012,october,no,no,clear,80
0,0.76,19,9.86,9.9974,7,44,1,0,0,0,10-8-2012,2012-10-08,Monday,is_2012,october,yes,no,clear,51
1,0.87,11,7.98,5.9978,2,35,1,0,0,0,10-8-2012,2012-10-08,Monday,is_2012,october,yes,no,clear,37
2,0.81,13,7.98,5.9978,3,12,1,0,0,0,10-8-2012,2012-10-08,Monday,is_2012,october,yes,no,clear,15
3,0.81,7,7.98,7.001,2,8,1,0,0,0,10-8-2012,2012-10-08,Monday,is_2012,october,yes,no,clear,10
4,0.87,9,7.04,5.9978,1,6,1,0,0,0,10-8-2012,2012-10-08,Monday,is_2012,october,yes,no,clear,7
5,0.76,15,7.98,5.0012,2,17,1,0,0,0,10-8-2012,2012-10-08,Monday,is_2012,october,yes,no,clear,19
6,0.76,7,7.98,7.001,5,54,1,0,0,0,10-8-2012,2012-10-08,Monday,is_2012,october,yes,no,clear,59
7,0.76,11,7.98,5.9978,3,151,1,0,0,0,10-8-2012,2012-10-08,Monday,is_2012,october,yes,no,mist,154
8,0.71,15,8.92,7.001,23,374,1,0,0,0,10-8-2012,2012-10-08,Monday,is_2012,october,yes,no,mist,397
9,0.66,11,9.86,9.9974,59,273,1,0,0,0,10-8-2012,2012-10-08,Monday,is_2012,october,yes,no,mist,332
10,0.68,9,9.86,9.9974,69,229,1,0,0,0,10-8-2012,2012-10-08,Monday,is_2012,october,yes,no,mist,298
11,0.62,6,10.8,11.0006,72,236,1,0,0,0,10-8-2012,2012-10-08,Monday,is_2012,october,yes,no,mist,308
12,0.63,11,11.74,11.9972,74,267,1,0,0,0,10-8-2012,2012-10-08,Monday,is_2012,october,yes,no,mist,341
13,0.62,13,11.74,11.9972,82,323,1,0,0,0,10-8-2012,2012-10-08,Monday,is_2012,october,yes,no,mist,405
14,0.58,7,11.74,11.9972,121,299,1,0,0,0,10-8-2012,2012-10-08,Monday,is_2012,october,yes,no,mist,420
15,0.58,13,11.74,11.9972,76,294,1,0,0,0,10-8-2012,2012-10-08,Monday,is_2012,october,yes,no,light_snow,370
16,0.58,13,11.74,11.9972,61,316,1,0,0,0,10-8-2012,2012-10-08,Monday,is_2012,october,yes,no,light_snow,377
17,0.66,17,11.74,11.9972,81,416,1,0,0,0,10-8-2012,2012-10-08,Monday,is_2012,october,yes,no,mist,497
18,0.66,19,11.74,11.9972,41,415,1,0,0,0,10-8-2012,2012-10-08,Monday,is_2012,october,yes,no,mist,456
19,0.71,17,10.8,11.0006,38,333,1,0,0,0,10-8-2012,2012-10-08,Monday,is_2012,october,yes,no,mist,371
20,0.71,15,10.8,11.0006,20,207,1,0,0,0,10-8-2012,2012-10-08,Monday,is_2012,october,yes,no,light_snow,227
21,0.76,15,10.8,11.0006,17,134,1,0,0,0,10-8-2012,2012-10-08,Monday,is_2012,october,yes,no,mist,151
22,0.76,17,10.8,11.0006,6,101,1,0,0,0,10-8-2012,2012-10-08,Monday,is_2012,october,yes,no,light_snow,107
23,0.71,15,10.8,11.0006,9,60,1,0,0,0,10-8-2012,2012-10-08,Monday,is_2012,october,yes,no,mist,69
0,0.82,15,9.86,9.9974,9,22,1,0,0,0,10-9-2012,2012-10-09,Tuesday,is_2012,october,no,yes,mist,31
1,0.87,15,8.92,7.001,0,13,1,0,0,0,10-9-2012,2012-10-09,Tuesday,is_2012,october,no,yes,light_snow,13
2,0.87,17,8.92,5.9978,2,5,1,0,0,0,10-9-2012,2012-10-09,Tuesday,is_2012,october,no,yes,light_snow,7
3,0.87,19,8.92,5.9978,0,3,1,0,0,0,10-9-2012,2012-10-09,Tuesday,is_2012,october,no,yes,light_snow,3
4,0.87,11,8.92,7.001,1,6,1,0,0,0,10-9-2012,2012-10-09,Tuesday,is_2012,october,no,yes,light_snow,7
5,0.82,13,9.86,9.9974,0,19,1,0,0,0,10-9-2012,2012-10-09,Tuesday,is_2012,october,no,yes,mist,19
6,0.82,17,9.86,9.9974,2,141,1,0,0,0,10-9-2012,2012-10-09,Tuesday,is_2012,october,no,yes,mist,143
7,0.83,17,9.86,9.9974,5,357,1,0,0,0,10-9-2012,2012-10-09,Tuesday,is_2012,october,no,yes,clear,362
8,0.8,13,11.74,11.9972,15,698,1,0,0,0,10-9-2012,2012-10-09,Tuesday,is_2012,october,no,yes,mist,713
9,0.77,15,11.74,11.9972,37,345,1,0,0,0,10-9-2012,2012-10-09,Tuesday,is_2012,october,no,yes,mist,382
10,0.75,15,12.68,13.0004,33,131,1,0,0,0,10-9-2012,2012-10-09,Tuesday,is_2012,october,no,yes,mist,164
11,0.69,13,14.56,15.0002,37,156,1,0,0,0,10-9-2012,2012-10-09,Tuesday,is_2012,october,no,yes,mist,193
12,0.69,13,14.56,15.0002,43,217,1,0,0,0,10-9-2012,2012-10-09,Tuesday,is_2012,october,no,yes,mist,260
13,0.67,9,15.5,15.9968,54,184,1,0,0,0,10-9-2012,2012-10-09,Tuesday,is_2012,october,no,yes,mist,238
14,0.64,13,17.38,18.0032,43,201,1,0,0,0,10-9-2012,2012-10-09,Tuesday,is_2012,october,no,yes,mist,244
15,0.63,11,16.44,17.0,59,195,1,0,0,0,10-9-2012,2012-10-09,Tuesday,is_2012,october,no,yes,mist,254
16,0.72,11,15.5,15.9968,70,354,1,0,0,0,10-9-2012,2012-10-09,Tuesday,is_2012,october,no,yes,mist,424
17,0.68,11,16.44,17.0,73,733,1,0,0,0,10-9-2012,2012-10-09,Tuesday,is_2012,october,no,yes,mist,806
18,0.72,15,15.5,15.9968,26,758,1,0,0,0,10-9-2012,2012-10-09,Tuesday,is_2012,october,no,yes,mist,784
19,0.72,11,15.5,15.9968,31,483,1,0,0,0,10-9-2012,2012-10-09,Tuesday,is_2012,october,no,yes,mist,514
20,0.72,11,15.5,15.9968,30,330,1,0,0,0,10-9-2012,2012-10-09,Tuesday,is_2012,october,no,yes,mist,360
21,0.77,9,14.56,15.0002,16,209,1,0,0,0,10-9-2012,2012-10-09,Tuesday,is_2012,october,no,yes,mist,225
22,0.77,6,14.56,15.0002,7,155,1,0,0,0,10-9-2012,2012-10-09,Tuesday,is_2012,october,no,yes,mist,162
23,0.77,6,14.56,15.0002,8,76,1,0,0,0,10-9-2012,2012-10-09,Tuesday,is_2012,october,no,yes,mist,84
0,0.88,6,13.62,13.997,0,33,1,0,0,0,10-10-2012,2012-10-10,Wednesday,is_2012,october,no,yes,mist,33
1,0.88,0,13.62,13.997,2,6,1,0,0,0,10-10-2012,2012-10-10,Wednesday,is_2012,october,no,yes,mist,8
2,0.88,0,13.62,13.997,2,6,1,0,0,0,10-10-2012,2012-10-10,Wednesday,is_2012,october,no,yes,mist,8
3,0.88,0,13.62,13.997,0,6,1,0,0,0,10-10-2012,2012-10-10,Wednesday,is_2012,october,no,yes,mist,6
4,0.88,7,13.62,13.997,0,6,1,0,0,0,10-10-2012,2012-10-10,Wednesday,is_2012,october,no,yes,mist,6
5,0.88,6,13.62,13.997,2,38,1,0,0,0,10-10-2012,2012-10-10,Wednesday,is_2012,october,no,yes,mist,40
6,0.88,6,13.62,13.997,3,172,1,0,0,0,10-10-2012,2012-10-10,Wednesday,is_2012,october,no,yes,mist,175
7,0.82,7,13.62,13.997,9,498,1,0,0,0,10-10-2012,2012-10-10,Wednesday,is_2012,october,no,yes,clear,507
8,0.77,11,15.5,15.9968,33,806,1,0,0,0,10-10-2012,2012-10-10,Wednesday,is_2012,october,no,yes,clear,839
9,0.6,19,17.38,18.0032,35,331,1,0,0,0,10-10-2012,2012-10-10,Wednesday,is_2012,october,no,yes,clear,366
10,0.52,20,18.32,18.9998,27,190,1,0,0,0,10-10-2012,2012-10-10,Wednesday,is_2012,october,no,yes,clear,217
11,0.52,13,17.38,18.0032,53,238,1,0,0,0,10-10-2012,2012-10-10,Wednesday,is_2012,october,no,yes,clear,291
12,0.56,15,17.38,18.0032,78,312,1,0,0,0,10-10-2012,2012-10-10,Wednesday,is_2012,october,no,yes,clear,390
13,0.49,0,18.32,18.9998,60,237,1,0,0,0,10-10-2012,2012-10-10,Wednesday,is_2012,october,no,yes,clear,297
14,0.4,11,20.2,24.9992,63,208,1,0,0,0,10-10-2012,2012-10-10,Wednesday,is_2012,october,no,yes,clear,271
15,0.4,11,20.2,24.9992,58,261,1,0,0,0,10-10-2012,2012-10-10,Wednesday,is_2012,october,no,yes,clear,319
16,0.4,15,20.2,24.9992,92,474,1,0,0,0,10-10-2012,2012-10-10,Wednesday,is_2012,october,no,yes,clear,566
17,0.43,15,19.26,20.003,91,857,1,0,0,0,10-10-2012,2012-10-10,Wednesday,is_2012,october,no,yes,clear,948
18,0.49,11,18.32,18.9998,57,787,1,0,0,0,10-10-2012,2012-10-10,Wednesday,is_2012,october,no,yes,mist,844
19,0.46,39,18.32,18.9998,32,534,1,0,0,0,10-10-2012,2012-10-10,Wednesday,is_2012,october,no,yes,mist,566
20,0.48,33,16.44,17.0,21,371,1,0,0,0,10-10-2012,2012-10-10,Wednesday,is_2012,october,no,yes,clear,392
21,0.51,24,15.5,15.9968,18,251,1,0,0,0,10-10-2012,2012-10-10,Wednesday,is_2012,october,no,yes,clear,269
22,0.55,20,13.62,13.997,27,170,1,0,0,0,10-10-2012,2012-10-10,Wednesday,is_2012,october,no,yes,clear,197
23,0.58,13,12.68,13.0004,17,119,1,0,0,0,10-10-2012,2012-10-10,Wednesday,is_2012,october,no,yes,clear,136
0,0.51,9,12.68,13.0004,1,41,1,0,0,0,10-11-2012,2012-10-11,Thursday,is_2012,october,no,yes,clear,42
1,0.47,13,12.68,13.0004,1,10,1,0,0,0,10-11-2012,2012-10-11,Thursday,is_2012,october,no,yes,clear,11
2,0.5,9,11.74,11.9972,4,7,1,0,0,0,10-11-2012,2012-10-11,Thursday,is_2012,october,no,yes,clear,11
3,0.47,20,11.74,11.9972,0,3,1,0,0,0,10-11-2012,2012-10-11,Thursday,is_2012,october,no,yes,clear,3
4,0.5,17,10.8,11.0006,0,10,1,0,0,0,10-11-2012,2012-10-11,Thursday,is_2012,october,no,yes,clear,10
5,0.5,11,8.92,7.001,0,42,1,0,0,0,10-11-2012,2012-10-11,Thursday,is_2012,october,no,yes,clear,42
6,0.5,11,8.92,7.001,1,158,1,0,0,0,10-11-2012,2012-10-11,Thursday,is_2012,october,no,yes,clear,159
7,0.5,17,8.92,5.9978,11,467,1,0,0,0,10-11-2012,2012-10-11,Thursday,is_2012,october,no,yes,clear,478
8,0.46,26,9.86,9.9974,25,773,1,0,0,0,10-11-2012,2012-10-11,Thursday,is_2012,october,no,yes,clear,798
9,0.43,26,10.8,11.0006,27,328,1,0,0,0,10-11-2012,2012-10-11,Thursday,is_2012,october,no,yes,clear,355
10,0.41,24,12.68,13.0004,39,165,1,0,0,0,10-11-2012,2012-10-11,Thursday,is_2012,october,no,yes,clear,204
11,0.36,0,13.62,13.997,76,175,1,0,0,0,10-11-2012,2012-10-11,Thursday,is_2012,october,no,yes,clear,251
12,0.36,0,13.62,13.997,47,279,1,0,0,0,10-11-2012,2012-10-11,Thursday,is_2012,october,no,yes,clear,326
13,0.31,7,15.5,15.9968,48,243,1,0,0,0,10-11-2012,2012-10-11,Thursday,is_2012,october,no,yes,clear,291
14,0.32,6,16.44,17.0,78,270,1,0,0,0,10-11-2012,2012-10-11,Thursday,is_2012,october,no,yes,clear,348
15,0.34,11,16.44,17.0,102,358,1,0,0,0,10-11-2012,2012-10-11,Thursday,is_2012,october,no,yes,clear,460
16,0.36,9,15.5,15.9968,68,413,1,0,0,0,10-11-2012,2012-10-11,Thursday,is_2012,october,no,yes,clear,481
17,0.39,19,15.5,15.9968,90,737,1,0,0,0,10-11-2012,2012-10-11,Thursday,is_2012,october,no,yes,clear,827
18,0.44,11,13.62,13.997,64,628,1,0,0,0,10-11-2012,2012-10-11,Thursday,is_2012,october,no,yes,clear,692
19,0.51,9,12.68,13.0004,81,662,1,0,0,0,10-11-2012,2012-10-11,Thursday,is_2012,october,no,yes,clear,743
20,0.62,11,11.74,11.9972,27,388,1,0,0,0,10-11-2012,2012-10-11,Thursday,is_2012,october,no,yes,clear,415
21,0.62,9,11.74,11.9972,24,236,1,0,0,0,10-11-2012,2012-10-11,Thursday,is_2012,october,no,yes,clear,260
22,0.66,11,10.8,11.0006,10,167,1,0,0,0,10-11-2012,2012-10-11,Thursday,is_2012,october,no,yes,clear,177
23,0.58,6,11.74,11.9972,10,176,1,0,0,0,10-11-2012,2012-10-11,Thursday,is_2012,october,no,yes,clear,186
0,0.66,7,10.8,11.0006,8,60,1,0,0,0,10-12-2012,2012-10-12,Friday,is_2012,october,no,yes,clear,68
1,0.66,6,10.8,11.0006,8,29,1,0,0,0,10-12-2012,2012-10-12,Friday,is_2012,october,no,yes,clear,37
2,0.66,6,10.8,11.0006,0,16,1,0,0,0,10-12-2012,2012-10-12,Friday,is_2012,october,no,yes,clear,16
3,0.76,6,8.92,7.9976,0,6,1,0,0,0,10-12-2012,2012-10-12,Friday,is_2012,october,no,yes,clear,6
4,0.76,7,8.92,7.9976,0,8,1,0,0,0,10-12-2012,2012-10-12,Friday,is_2012,october,no,yes,clear,8
5,0.81,6,8.92,7.9976,2,33,1,0,0,0,10-12-2012,2012-10-12,Friday,is_2012,october,no,yes,clear,35
6,0.81,6,7.98,7.001,3,140,1,0,0,0,10-12-2012,2012-10-12,Friday,is_2012,october,no,yes,clear,143
7,0.81,6,8.92,7.9976,8,384,1,0,0,0,10-12-2012,2012-10-12,Friday,is_2012,october,no,yes,clear,392
8,0.71,6,11.74,11.9972,34,711,1,0,0,0,10-12-2012,2012-10-12,Friday,is_2012,october,no,yes,clear,745
9,0.39,20,15.5,15.9968,26,374,1,0,0,0,10-12-2012,2012-10-12,Friday,is_2012,october,no,yes,clear,400
10,0.36,20,16.44,17.0,75,200,1,0,0,0,10-12-2012,2012-10-12,Friday,is_2012,october,no,yes,clear,275
11,0.37,24,17.38,18.0032,61,252,1,0,0,0,10-12-2012,2012-10-12,Friday,is_2012,october,no,yes,clear,313
12,0.39,31,17.38,18.0032,75,312,1,0,0,0,10-12-2012,2012-10-12,Friday,is_2012,october,no,yes,clear,387
13,0.37,26,18.32,18.9998,81,300,1,0,0,0,10-12-2012,2012-10-12,Friday,is_2012,october,no,yes,clear,381
14,0.37,31,18.32,18.9998,109,262,1,0,0,0,10-12-2012,2012-10-12,Friday,is_2012,october,no,yes,clear,371
15,0.42,30,16.44,17.0,138,317,1,0,0,0,10-12-2012,2012-10-12,Friday,is_2012,october,no,yes,clear,455
16,0.41,24,13.62,13.997,108,412,1,0,0,0,10-12-2012,2012-10-12,Friday,is_2012,october,no,yes,clear,520
17,0.38,26,13.62,13.997,131,706,1,0,0,0,10-12-2012,2012-10-12,Friday,is_2012,october,no,yes,clear,837
18,0.38,20,12.68,13.0004,76,566,1,0,0,0,10-12-2012,2012-10-12,Friday,is_2012,october,no,yes,clear,642
19,0.41,15,11.74,11.9972,40,453,1,0,0,0,10-12-2012,2012-10-12,Friday,is_2012,october,no,yes,clear,493
20,0.47,9,11.74,11.9972,28,280,1,0,0,0,10-12-2012,2012-10-12,Friday,is_2012,october,no,yes,clear,308
21,0.54,13,10.8,11.0006,21,169,1,0,0,0,10-12-2012,2012-10-12,Friday,is_2012,october,no,yes,clear,190
22,0.47,20,10.8,11.0006,17,143,1,0,0,0,10-12-2012,2012-10-12,Friday,is_2012,october,no,yes,clear,160
23,0.57,13,8.92,7.001,11,89,1,0,0,0,10-12-2012,2012-10-12,Friday,is_2012,october,no,yes,clear,100
0,0.57,6,8.92,7.9976,31,218,1,0,0,0,10-13-2012,2012-10-13,Saturday,is_2012,october,no,no,clear,249
1,0.53,9,7.98,5.9978,23,123,1,0,0,0,10-13-2012,2012-10-13,Saturday,is_2012,october,no,no,clear,146
2,0.53,13,7.98,5.9978,7,60,1,0,0,0,10-13-2012,2012-10-13,Saturday,is_2012,october,no,no,clear,67
3,0.66,15,7.04,3.998,2,13,1,0,0,0,10-13-2012,2012-10-13,Saturday,is_2012,october,no,no,clear,15
4,0.65,11,6.1,3.998,2,9,1,0,0,0,10-13-2012,2012-10-13,Saturday,is_2012,october,no,no,clear,11
5,0.61,13,6.1,3.0014,0,11,1,0,0,0,10-13-2012,2012-10-13,Saturday,is_2012,october,no,no,clear,11
6,0.61,13,6.1,3.0014,5,23,1,0,0,0,10-13-2012,2012-10-13,Saturday,is_2012,october,no,no,clear,28
7,0.61,11,6.1,3.998,10,60,1,0,0,0,10-13-2012,2012-10-13,Saturday,is_2012,october,no,no,clear,70
8,0.53,7,7.98,7.001,23,151,1,0,0,0,10-13-2012,2012-10-13,Saturday,is_2012,october,no,no,clear,174
9,0.5,6,8.92,7.9976,46,220,1,0,0,0,10-13-2012,2012-10-13,Saturday,is_2012,october,no,no,clear,266
10,0.43,0,10.8,11.0006,82,265,1,0,0,0,10-13-2012,2012-10-13,Saturday,is_2012,october,no,no,clear,347
11,0.35,9,11.74,11.9972,192,335,1,0,0,0,10-13-2012,2012-10-13,Saturday,is_2012,october,no,no,clear,527
12,0.35,0,12.68,13.0004,202,371,1,0,0,0,10-13-2012,2012-10-13,Saturday,is_2012,october,no,no,clear,573
13,0.36,13,13.62,13.997,235,435,1,0,0,0,10-13-2012,2012-10-13,Saturday,is_2012,october,no,no,clear,670
14,0.33,13,14.56,15.0002,243,354,1,0,0,0,10-13-2012,2012-10-13,Saturday,is_2012,october,no,no,clear,597
15,0.36,13,15.5,15.9968,251,364,1,0,0,0,10-13-2012,2012-10-13,Saturday,is_2012,october,no,no,clear,615
16,0.31,13,15.5,15.9968,294,343,1,0,0,0,10-13-2012,2012-10-13,Saturday,is_2012,october,no,no,clear,637
17,0.38,11,13.62,13.997,193,335,1,0,0,0,10-13-2012,2012-10-13,Saturday,is_2012,october,no,no,clear,528
18,0.44,9,13.62,13.997,174,299,1,0,0,0,10-13-2012,2012-10-13,Saturday,is_2012,october,no,no,clear,473
19,0.44,11,12.68,13.0004,73,259,1,0,0,0,10-13-2012,2012-10-13,Saturday,is_2012,october,no,no,clear,332
20,0.54,6,10.8,11.0006,57,198,1,0,0,0,10-13-2012,2012-10-13,Saturday,is_2012,october,no,no,clear,255
21,0.58,13,10.8,11.0006,47,157,1,0,0,0,10-13-2012,2012-10-13,Saturday,is_2012,october,no,no,clear,204
22,0.62,0,10.8,11.0006,33,156,1,0,0,0,10-13-2012,2012-10-13,Saturday,is_2012,october,no,no,clear,189
23,0.58,20,11.74,11.9972,27,98,1,0,0,0,10-13-2012,2012-10-13,Saturday,is_2012,october,no,no,clear,125
0,0.71,17,10.8,11.0006,8,103,1,0,0,0,10-14-2012,2012-10-14,Sunday,is_2012,october,no,no,clear,111
1,0.77,19,11.74,11.9972,16,96,1,0,0,0,10-14-2012,2012-10-14,Sunday,is_2012,october,no,no,clear,112
2,0.76,6,10.8,11.0006,8,58,1,0,0,0,10-14-2012,2012-10-14,Sunday,is_2012,october,no,no,clear,66
3,0.77,20,11.74,11.9972,3,25,1,0,0,0,10-14-2012,2012-10-14,Sunday,is_2012,october,no,no,clear,28
4,0.77,19,11.74,11.9972,2,10,1,0,0,0,10-14-2012,2012-10-14,Sunday,is_2012,october,no,no,clear,12
5,0.82,13,10.8,11.0006,5,6,1,0,0,0,10-14-2012,2012-10-14,Sunday,is_2012,october,no,no,clear,11
6,0.82,11,10.8,11.0006,4,20,1,0,0,0,10-14-2012,2012-10-14,Sunday,is_2012,october,no,no,clear,24
7,0.82,15,11.74,11.9972,7,44,1,0,0,0,10-14-2012,2012-10-14,Sunday,is_2012,october,no,no,clear,51
8,0.77,13,12.68,13.0004,28,104,1,0,0,0,10-14-2012,2012-10-14,Sunday,is_2012,october,no,no,clear,132
9,0.67,19,14.56,15.0002,62,161,1,0,0,0,10-14-2012,2012-10-14,Sunday,is_2012,october,no,no,mist,223
10,0.56,13,17.38,18.0032,150,278,1,0,0,0,10-14-2012,2012-10-14,Sunday,is_2012,october,no,no,clear,428
11,0.52,20,18.32,18.9998,156,338,1,0,0,0,10-14-2012,2012-10-14,Sunday,is_2012,october,no,no,clear,494
12,0.46,22,21.14,24.9992,200,362,1,0,0,0,10-14-2012,2012-10-14,Sunday,is_2012,october,no,no,clear,562
13,0.41,30,22.08,24.9992,218,401,1,0,0,0,10-14-2012,2012-10-14,Sunday,is_2012,october,no,no,clear,619
14,0.39,28,23.02,24.9992,249,368,1,0,0,0,10-14-2012,2012-10-14,Sunday,is_2012,october,no,no,clear,617
15,0.39,28,23.02,24.9992,213,355,1,0,0,0,10-14-2012,2012-10-14,Sunday,is_2012,october,no,no,clear,568
16,0.41,20,22.08,24.9992,203,378,1,0,0,0,10-14-2012,2012-10-14,Sunday,is_2012,october,no,no,clear,581
17,0.44,13,22.08,24.9992,193,346,1,0,0,0,10-14-2012,2012-10-14,Sunday,is_2012,october,no,no,clear,539
18,0.6,17,19.26,20.003,134,319,1,0,0,0,10-14-2012,2012-10-14,Sunday,is_2012,october,no,no,clear,453
19,0.64,15,18.32,18.9998,68,268,1,0,0,0,10-14-2012,2012-10-14,Sunday,is_2012,october,no,no,clear,336
20,0.73,15,17.38,18.0032,48,198,1,0,0,0,10-14-2012,2012-10-14,Sunday,is_2012,october,no,no,clear,246
21,0.73,30,18.32,18.9998,40,156,1,0,0,0,10-14-2012,2012-10-14,Sunday,is_2012,october,no,no,clear,196
22,0.73,26,18.32,18.9998,38,87,1,0,0,0,10-14-2012,2012-10-14,Sunday,is_2012,october,no,no,clear,125
23,0.68,19,18.32,18.9998,27,78,1,0,0,0,10-14-2012,2012-10-14,Sunday,is_2012,october,no,no,mist,105
0,0.73,17,18.32,18.9998,17,31,1,0,0,0,10-15-2012,2012-10-15,Monday,is_2012,october,no,yes,mist,48
1,0.64,26,19.26,20.003,5,24,1,0,0,0,10-15-2012,2012-10-15,Monday,is_2012,october,no,yes,mist,29
2,0.64,24,19.26,20.003,1,5,1,0,0,0,10-15-2012,2012-10-15,Monday,is_2012,october,no,yes,mist,6
3,0.73,17,18.32,18.9998,2,2,1,0,0,0,10-15-2012,2012-10-15,Monday,is_2012,october,no,yes,mist,4
4,0.68,15,18.32,18.9998,1,9,1,0,0,0,10-15-2012,2012-10-15,Monday,is_2012,october,no,yes,mist,10
5,0.73,19,18.32,18.9998,2,38,1,0,0,0,10-15-2012,2012-10-15,Monday,is_2012,october,no,yes,mist,40
6,0.73,20,18.32,18.9998,6,141,1,0,0,0,10-15-2012,2012-10-15,Monday,is_2012,october,no,yes,mist,147
7,0.68,22,19.26,20.003,15,461,1,0,0,0,10-15-2012,2012-10-15,Monday,is_2012,october,no,yes,mist,476
8,0.64,26,20.2,24.0026,24,713,1,0,0,0,10-15-2012,2012-10-15,Monday,is_2012,october,no,yes,mist,737
9,0.69,26,20.2,22.9994,31,328,1,0,0,0,10-15-2012,2012-10-15,Monday,is_2012,october,no,yes,light_snow,359
10,0.73,26,20.2,22.9994,43,125,1,0,0,0,10-15-2012,2012-10-15,Monday,is_2012,october,no,yes,mist,168
11,0.73,26,20.2,22.9994,88,175,1,0,0,0,10-15-2012,2012-10-15,Monday,is_2012,october,no,yes,mist,263
12,0.78,22,20.2,22.0028,73,211,1,0,0,0,10-15-2012,2012-10-15,Monday,is_2012,october,no,yes,light_snow,284
13,0.88,15,18.32,18.9998,37,109,1,0,0,0,10-15-2012,2012-10-15,Monday,is_2012,october,no,yes,mist,146
14,0.78,19,20.2,22.0028,57,128,1,0,0,0,10-15-2012,2012-10-15,Monday,is_2012,october,no,yes,mist,185
15,0.78,22,20.2,22.0028,70,190,1,0,0,0,10-15-2012,2012-10-15,Monday,is_2012,october,no,yes,clear,260
16,0.64,20,18.32,18.9998,76,371,1,0,0,0,10-15-2012,2012-10-15,Monday,is_2012,october,no,yes,clear,447
17,0.64,17,18.32,18.9998,96,670,1,0,0,0,10-15-2012,2012-10-15,Monday,is_2012,october,no,yes,clear,766
18,0.77,9,17.38,18.0032,52,540,1,0,0,0,10-15-2012,2012-10-15,Monday,is_2012,october,no,yes,light_snow,592
19,0.83,6,16.44,17.0,12,227,1,0,0,0,10-15-2012,2012-10-15,Monday,is_2012,october,no,yes,light_snow,239
20,0.72,26,16.44,17.0,19,237,1,0,0,0,10-15-2012,2012-10-15,Monday,is_2012,october,no,yes,mist,256
21,0.59,22,16.44,17.0,16,190,1,0,0,0,10-15-2012,2012-10-15,Monday,is_2012,october,no,yes,clear,206
22,0.59,19,15.5,15.9968,8,118,1,0,0,0,10-15-2012,2012-10-15,Monday,is_2012,october,no,yes,clear,126
23,0.63,15,13.62,13.997,9,72,1,0,0,0,10-15-2012,2012-10-15,Monday,is_2012,october,no,yes,clear,81
0,0.63,26,13.62,13.997,3,45,1,0,0,0,10-16-2012,2012-10-16,Tuesday,is_2012,october,no,yes,clear,48
1,0.67,13,12.68,13.0004,4,9,1,0,0,0,10-16-2012,2012-10-16,Tuesday,is_2012,october,no,yes,clear,13
2,0.67,9,12.68,13.0004,2,1,1,0,0,0,10-16-2012,2012-10-16,Tuesday,is_2012,october,no,yes,clear,3
3,0.67,7,11.74,11.9972,0,2,1,0,0,0,10-16-2012,2012-10-16,Tuesday,is_2012,october,no,yes,clear,2
4,0.67,11,11.74,11.9972,0,7,1,0,0,0,10-16-2012,2012-10-16,Tuesday,is_2012,october,no,yes,clear,7
5,0.67,17,11.74,11.9972,5,47,1,0,0,0,10-16-2012,2012-10-16,Tuesday,is_2012,october,no,yes,clear,52
6,0.67,11,11.74,11.9972,4,168,1,0,0,0,10-16-2012,2012-10-16,Tuesday,is_2012,october,no,yes,clear,172
